DEPTH,CAL,AC,GR,SP
1360.328,22.5,264.27,79.37,50.434
1360.453,22.456,262.642,82.986,49.38
1360.578,22.423,260.662,86.856,48.425
1360.703,22.408,259.43,88.242,47.98
1360.828,22.359,255.814,90.469,47.132
1360.953,22.29,253.012,91.426,46.378
1361.078,22.266,252.529,90.425,46.037
1361.203,22.268,253.426,84.323,45.468
1361.328,22.304,256.232,75.642,45.005
1361.453,22.315,258.108,71.995,44.798
1361.578,22.316,262.391,67.941,44.411
1361.703,22.307,264.246,67.225,44.216
1361.828,22.286,265.904,66.238,43.819
1361.953,22.275,265.389,64.153,43.431
1362.078,22.275,264.806,62.604,43.243
1362.203,22.289,263.32,59.249,42.873
1362.328,22.315,261.17,56.248,42.54
1362.453,22.326,259.837,55.149,42.396
1362.578,22.327,257.275,53.828,42.152
1362.703,22.296,256.03,52.501,41.949
1362.828,22.277,256.15,51.534,41.86
1362.953,22.254,257.608,49.566,41.709
1363.078,22.254,258.553,48.791,41.636
1363.203,22.275,260.122,48.142,41.556
1363.328,22.303,260.753,49.075,41.576
1363.453,22.311,260.58,50.208,41.615
1363.578,22.309,259.854,52.535,41.746
1363.703,22.291,259.989,52.779,41.909
1363.828,22.282,260.285,51.864,41.999
1363.953,22.269,260.476,49.677,42.161
1364.078,22.246,260.128,48.929,42.319
1364.203,22.235,259.779,49.062,42.426
1364.328,22.239,258.61,49.426,42.654
1364.453,22.283,257.583,50.274,42.911
1364.578,22.301,257.413,51.082,43.056
1364.703,22.302,257.649,53.015,43.376
1364.828,22.29,257.886,53.718,43.553
1364.953,22.273,258.325,54.55,43.879
1365.078,22.279,258.684,55.403,44.16
1365.203,22.284,258.77,55.81,44.274
1365.328,22.286,258.459,56.393,44.411
1365.453,22.286,257.927,56.788,44.465
1365.578,22.287,257.863,56.701,44.502
1365.703,22.29,257.991,55.093,44.615
1365.828,22.286,257.919,51.75,44.815
1365.953,22.284,257.913,50.375,44.937
1366.078,22.28,258.198,50.412,45.201
1366.203,22.28,258.357,51.501,45.344
1366.328,22.288,258.711,53.159,45.613
1366.453,22.312,259.618,52.897,45.87
1366.578,22.325,260.1,52.442,45.994
1366.703,22.333,260.721,51.124,46.238
1366.828,22.311,261.032,48.962,46.514
1366.953,22.296,260.915,48.152,46.653
1367.078,22.274,260.104,49.074,46.944
1367.203,22.268,259.241,51.985,47.224
1367.328,22.273,258.908,52.912,47.345
1367.453,22.296,258.388,53.17,47.547
1367.578,22.318,258.132,52.64,47.726
1367.703,22.322,258.01,52.455,47.827
1367.828,22.325,257.424,52.753,48.068
1367.953,22.327,256.93,53.376,48.188
1368.078,22.33,256.215,55.167,48.44
1368.203,22.327,256.256,56.455,48.666
1368.328,22.322,256.328,56.997,48.76
1368.453,22.301,256.032,58.344,48.958
1368.578,22.276,253.78,59.205,49.116
1368.703,22.272,252.468,59.223,49.206
1368.828,22.275,253.21,59.202,49.389
1368.953,22.255,257.416,59.493,49.594
1369.078,22.227,259.799,59.396,49.714
1369.203,22.155,264.676,58.668,49.988
1369.328,22.095,264.716,57.807,50.272
1369.453,22.074,261.983,57.133,50.388
1369.578,22.042,255.538,54.823,50.598
1369.703,22.029,253.198,53.677,50.711
1369.828,22.014,251.184,53.308,50.934
1369.953,22.011,252.851,55.323,51.203
1370.078,22.012,254.267,56.108,51.349
1370.203,22.01,256.7,56.303,51.656
1370.328,21.999,257.929,55.646,51.997
1370.453,21.994,257.726,55.505,52.189
1370.578,21.99,256.334,55.404,52.627
1370.703,21.993,255.403,55.524,53.168
1370.828,21.993,254.621,56.001,53.478
1370.953,21.981,251.863,57.851,54.174
1371.078,21.97,251.193,58.749,54.569
1371.203,21.955,251.861,60.246,55.516
1371.328,21.985,252.835,63.924,56.609
1371.453,22.025,254.415,67.989,57.176
1371.578,22.143,261.159,81.151,58.312
1371.703,22.285,270.198,96.402,59.283
1371.828,22.353,275.317,102.973,59.636
1371.953,22.443,284.208,112.215,60.05
1372.078,22.449,285.228,116.452,59.994
1372.203,22.426,282.295,116.42,59.764
1372.328,22.338,272.788,110.073,58.91
1372.453,22.204,263.204,95.901,57.782
1372.578,22.133,259.62,87.616,57.188
1372.703,22.032,256.828,73.242,56.054
1372.828,22.01,257.582,68.29,55.559
1372.953,21.995,259.855,62.386,54.723
1373.078,21.99,259.912,60.71,54.028
1373.203,21.99,259.494,61.154,53.707
1373.328,21.995,258.705,63.323,53.15
1373.453,22.003,258.035,64.438,52.69
1373.578,22.011,257.721,63.843,52.496
1373.703,22.037,256.478,61.704,52.176
1373.828,22.062,253.238,61.067,51.929
1373.953,22.067,250.962,61.211,51.829
1374.078,22.06,245.759,60.204,51.655
1374.203,22.052,243.049,58.937,51.587
1374.328,22.036,238.62,57.055,51.521
1374.453,22.018,235.974,58.058,51.475
1374.578,22.003,234.699,59.202,51.456
1374.703,21.95,232.758,60.952,51.394
1374.828,21.879,233.909,61.035,51.304
1374.953,21.845,235.187,60.478,51.266
1375.078,21.791,237.905,58.64,51.187
1375.203,21.753,241.594,57.212,51.154
1375.328,21.74,242.964,56.991,51.138
1375.453,21.729,241.956,57.42,51.108
1375.578,21.729,237.5,58.876,51.101
1375.703,21.731,235.283,59.738,51.109
1375.828,21.747,232.031,60.813,51.187
1375.953,21.759,231.349,60.985,51.258
1376.078,21.779,232.519,61.735,51.46
1376.203,21.767,235.749,64.185,51.673
1376.328,21.75,237.505,65.3,51.758
1376.453,21.716,241.118,64.71,51.911
1376.578,21.704,244.797,61.148,52.029
1376.703,21.705,246.745,59.468,52.093
1376.828,21.699,250.162,58.066,52.204
1376.953,21.665,251.151,57.761,52.307
1377.078,21.643,251.031,57.252,52.353
1377.203,21.624,250.164,55.655,52.408
1377.328,21.638,249.096,54.838,52.434
1377.453,21.71,247.079,53.292,52.468
1377.578,21.787,247.396,52.171,52.515
1377.703,21.808,247.729,51.994,52.532
1377.828,21.816,248.123,52.183,52.531
1377.953,21.821,249.788,52.01,52.472
1378.078,21.831,251.065,51.819,52.39
1378.203,21.852,253.29,52.272,52.168
1378.328,21.847,254.176,53.755,51.871
1378.453,21.835,254.065,54.272,51.726
1378.578,21.81,252.81,54.005,51.436
1378.703,21.79,250.684,53.006,51.22
1378.828,21.779,249.932,52.643,51.137
1378.953,21.753,249.768,52.232,50.992
1379.078,21.742,250.066,51.979,50.915
1379.203,21.732,250.83,51.368,50.759
1379.328,21.734,251.675,51.85,50.58
1379.453,21.733,251.899,52.403,50.488
1379.578,21.721,252.173,51.992,50.268
1379.703,21.711,253.423,49.079,49.982
1379.828,21.713,254.587,47.708,49.81
1379.953,21.722,257.414,47.55,49.44
1380.078,21.717,259.779,50.951,49.08
1380.203,21.707,260.515,53.103,48.934
1380.328,21.684,261.158,56.413,48.781
1380.453,21.676,261.175,56.942,48.787
1380.578,21.669,261.029,55.519,48.955
1380.703,21.67,261.465,53.477,49.355
1380.828,21.677,261.944,53.282,49.642
1380.953,21.701,262.711,54.648,50.436
1381.078,21.722,262.604,55.92,51.492
1381.203,21.727,262.158,55.934,52.126
1381.328,21.737,259.976,55.614,53.648
1381.453,21.77,255.16,57.123,55.543
1381.578,21.794,251.47,58.979,56.688
1381.703,21.841,243.822,64.639,59.456
1381.828,21.896,241.591,72.202,62.784
1381.953,21.952,242.56,76.807,64.573
1382.078,22.16,246.336,88.35,68.148
1382.203,22.297,249.289,94.833,69.819
1382.328,22.548,254.819,105.693,72.726
1382.453,22.674,254.408,110.356,74.926
1382.578,22.689,253.239,110.035,75.811
1382.703,22.683,251.749,105.895,77.271
1382.828,22.7,247.548,100.784,78.444
1382.953,22.734,244.198,99.121,78.97
1383.078,22.862,245.682,99.631,79.914
1383.203,23.063,266.568,106.139,80.698
1383.328,23.203,277.24,111.38,80.994
1383.453,23.576,290.023,123.824,81.392
1383.578,23.949,301.169,134.153,81.434
1383.703,24.049,300.215,136.717,81.301
1383.828,23.947,278.035,135.802,80.653
1383.953,23.765,266.561,132.914,80.149
1384.078,23.332,259.282,124.431,78.766
1384.203,23.011,255.532,114.516,76.9
1384.328,22.904,251.912,109.28,75.842
1384.453,22.723,246.765,98.059,73.617
1384.578,22.549,244.209,85.621,71.431
1384.703,22.481,242.661,79.733,70.388
1384.828,22.417,240.374,71.799,68.549
1384.953,22.443,241.479,69.041,67.041
1385.078,22.486,243.548,68.136,66.402
1385.203,22.606,247.345,65.999,65.387
1385.328,22.65,247.598,65.398,64.977
1385.453,22.639,248.547,65.9,64.279
1385.578,22.527,255.417,65.737,63.709
1385.703,22.47,259.838,64.801,63.477
1385.828,22.4,263.948,63.005,63.147
1385.953,22.369,260.551,64.16,63.096
1386.078,22.367,259.651,66.294,63.232
1386.203,22.415,260.94,73.405,63.813
1386.328,22.538,257.602,83.103,64.703
1386.453,22.618,256.77,88.838,65.196
1386.578,22.782,260.567,101.941,65.945
1386.703,22.908,258.678,113.124,66.074
1386.828,22.946,254.812,115.518,65.865
1386.953,22.969,249.555,111.839,65
1387.078,22.962,248.392,106.932,64.404
1387.203,22.93,245.972,95.949,63.132
1387.328,22.877,245.209,86.805,62.099
1387.453,22.84,246.453,83.442,61.719
1387.578,22.767,250.081,80.121,61.141
1387.703,22.751,254.921,81.011,60.753
1387.828,22.772,257.595,81.934,60.628
1387.953,22.836,258.237,81.019,60.472
1388.078,22.88,252.966,74.699,60.45
1388.203,22.893,251.085,71.315,60.47
1388.328,22.92,249.09,68.662,60.538
1388.453,22.935,248.235,69.614,60.518
1388.578,22.942,249.447,72.619,60.294
1388.703,22.899,253.128,73.719,59.81
1388.828,22.867,253.746,73.896,59.469
1388.953,22.817,253.093,74.458,58.668
1389.078,22.811,252.657,74.692,57.804
1389.203,22.819,252.572,74.313,57.392
1389.328,22.823,251.471,72.06,56.584
1389.453,22.793,248.684,68.932,55.823
1389.578,22.773,247.29,67.73,55.451
1389.703,22.749,245.97,66.824,54.692
1389.828,22.744,246.912,65.705,53.881
1389.953,22.743,248.013,64.343,53.469
1390.078,22.744,250.531,61.683,52.695
1390.203,22.746,251.594,61.316,52.342
1390.328,22.757,253.132,63.369,51.757
1390.453,22.764,254.425,67.105,51.399
1390.578,22.761,255.101,68.464,51.309
1390.703,22.748,256.135,69.207,51.236
1390.828,22.736,256.617,67.109,51.246
1390.953,22.734,256.821,65.446,51.268
1391.078,22.736,257.22,62.395,51.307
1391.203,22.73,257.665,60.458,51.321
1391.328,22.723,257.957,59.847,51.336
1391.453,22.705,258.425,58.493,51.375
1391.578,22.697,258.555,57.46,51.402
1391.703,22.686,258.251,54.833,51.473
1391.828,22.648,255.798,52.409,51.55
1391.953,22.603,253.881,51.914,51.612
1392.078,22.474,250.884,52.993,51.731
1392.203,22.381,250.013,55.955,51.872
1392.328,22.37,250.212,57.71,51.94
1392.453,22.397,252.283,60.771,52.049
1392.578,22.424,255.829,60.599,52.121
1392.703,22.431,257.231,58.91,52.152
1392.828,22.449,258.77,54.426,52.234
1392.953,22.463,259.819,51.561,52.314
1393.078,22.463,260.379,51.007,52.363
1393.203,22.444,261.266,50.749,52.446
1393.328,22.427,261.468,50.836,52.468
1393.453,22.38,261.319,51.537,52.492
1393.578,22.318,261.166,53.275,52.497
1393.703,22.285,261.331,54.682,52.491
1393.828,22.222,261.807,58.158,52.478
1393.953,22.172,262.234,59.996,52.474
1394.078,22.15,262.52,59.61,52.493
1394.203,22.109,262.852,57.386,52.507
1394.328,22.081,262.44,55.865,52.583
1394.453,22.072,262.193,55.984,52.656
1394.578,22.066,262.095,57.276,52.825
1394.703,22.072,262.342,58.231,53.063
1394.828,22.079,262.377,58.44,53.195
1394.953,22.091,261.926,58.652,53.507
1395.078,22.093,261.377,58.692,53.666
1395.203,22.089,259.598,58.665,54.019
1395.328,22.084,257.315,57.548,54.425
1395.453,22.082,256.169,56.564,54.625
1395.578,22.075,254.028,54.728,55.019
1395.703,22.066,252.728,53.813,55.377
1395.828,22.063,252.592,53.505,55.55
1395.953,22.066,253.317,52.208,55.831
1396.078,22.069,254.505,50.506,56.073
1396.203,22.064,254.585,50.439,56.189
1396.328,22.045,254.98,52.445,56.387
1396.453,22.036,256.139,54.146,56.474
1396.578,22.031,258.443,57.597,56.623
1396.703,22.042,257.224,59.777,56.788
1396.828,22.051,255.539,60.428,56.871
1396.953,22.073,248.987,61.373,57.036
1397.078,22.09,239.091,62.671,57.159
1397.203,22.095,235.473,63.702,57.211
1397.328,22.112,233.925,66.332,57.308
1397.453,22.143,238.028,68.898,57.4
1397.578,22.159,241.47,69.96,57.478
1397.703,22.175,248.419,72.114,57.649
1397.828,22.17,251.652,74.646,57.891
1397.953,22.165,251.957,75.373,58.028
1398.078,22.162,251.365,74.122,58.291
1398.203,22.168,250.286,72.241,58.412
1398.328,22.195,246.849,69.158,58.605
1398.453,22.249,242.949,69.359,58.737
1398.578,22.292,240.039,69.825,58.778
1398.703,22.416,231.595,69.061,58.796
1398.828,22.549,223.805,66.26,58.806
1398.953,22.595,221.25,64.864,58.794
1399.078,22.614,219.67,63.061,58.772
1399.203,22.545,224.33,62.464,58.753
1399.328,22.492,228.402,62.462,58.74
1399.453,22.386,235.237,62.369,58.745
1399.578,22.342,236.024,62.014,58.751
1399.703,22.279,230.744,60.672,58.739
1399.828,22.268,220.604,58.657,58.718
1399.953,22.282,215.536,57.612,58.701
1400.078,22.322,207.781,56.333,58.669
1400.203,22.334,205.768,56.785,58.637
1400.328,22.325,206.879,57.392,58.626
1400.453,22.297,210.729,58.096,58.615
1400.578,22.274,214.688,57.301,58.576
1400.703,22.266,216.593,56.902,58.559
1400.828,22.255,220.474,57.393,58.502
1400.953,22.249,224.822,59.258,58.443
1401.078,22.247,227.225,59.823,58.409
1401.203,22.249,232.286,59.615,58.286
1401.328,22.252,234.781,59.549,58.213
1401.453,22.257,239.822,60.895,58.028
1401.578,22.262,245.393,63.402,57.825
1401.703,22.262,247.996,64.382,57.724
1401.828,22.251,252.299,64.918,57.588
1401.953,22.235,256.123,64.027,57.52
1402.078,22.232,257.802,63.256,57.521
1402.203,22.242,261.317,61.043,57.577
1402.328,22.268,265.771,57.756,57.669
1402.453,22.281,267.461,55.97,57.705
1402.578,22.298,267.984,53.786,57.724
1402.703,22.304,266.759,53.806,57.71
1402.828,22.321,261.896,55.422,57.647
1402.953,22.349,256.266,56.574,57.528
1403.078,22.365,254.104,56.49,57.47
1403.203,22.397,251.82,55.798,57.335
1403.328,22.436,252.547,55.124,57.209
1403.453,22.461,253.629,54.719,57.166
1403.578,22.518,256.122,54.628,57.117
1403.703,22.557,259.918,56.838,57.121
1403.828,22.562,262.824,58.236,57.117
1403.953,22.556,268.141,58.656,57.078
1404.078,22.562,269.77,56.521,56.966
1404.203,22.575,269.838,56.085,56.851
1404.328,22.609,269.405,57.802,56.539
1404.453,22.627,268.673,59.036,56.35
1404.578,22.66,267.067,59.438,55.935
1404.703,22.689,265.918,57.043,55.517
1404.828,22.697,265.142,55.755,55.31
1404.953,22.691,262.723,54.651,54.983
1405.078,22.677,259.158,55.602,54.781
1405.203,22.677,257.37,56.16,54.719
1405.328,22.69,254.704,55.861,54.659
1405.453,22.702,253.732,53.315,54.673
1405.578,22.705,253.781,51.727,54.704
1405.703,22.707,253.078,49.659,54.792
1405.828,22.711,251.512,49.17,54.952
1405.953,22.715,251.314,49.608,55.079
1406.078,22.725,250.386,52.011,55.456
1406.203,22.729,248.734,53.531,55.713
1406.328,22.731,245.418,55.386,56.393
1406.453,22.736,245.121,54.841,57.256
1406.578,22.745,245.132,54.356,57.755
1406.703,22.777,244.16,53.712,58.853
1406.828,22.803,243.125,52.711,60.128
1406.953,22.808,242.219,52.836,60.819
1407.078,22.829,236.601,56.99,62.274
1407.203,22.931,227.955,65.937,63.65
1407.328,23.021,225.097,71.124,64.194
1407.453,23.186,223.264,80.059,64.798
1407.578,23.213,223.293,82.278,64.83
1407.703,23.12,225.486,79.489,64.409
1407.828,22.954,232.152,69.504,63.614
1407.953,22.9,236.331,64.424,63.186
1408.078,22.881,243.165,58.597,62.409
1408.203,22.923,246.803,58.66,61.857
1408.328,22.94,247.73,59.915,61.661
1408.453,22.938,247.324,62.252,61.378
1408.578,22.915,244.882,61.44,61.231
1408.703,22.909,244.61,59.777,61.205
1408.828,22.91,246.786,56.442,61.246
1408.953,22.905,249.952,55.606,61.331
1409.078,22.898,250.985,56.19,61.383
1409.203,22.894,251.465,57.529,61.501
1409.328,22.902,251.309,57.799,61.567
1409.453,22.935,250.939,57.999,61.698
1409.578,22.964,250.253,58.68,61.829
1409.703,22.968,250.283,58.731,61.897
1409.828,22.971,250.857,57.71,62.032
1409.953,23.002,248.324,57.095,62.144
1410.078,23.026,245.358,57.682,62.171
1410.203,23.042,239.248,59.857,62.189
1410.328,22.988,236.18,61.905,62.182
1410.453,22.951,235.28,63.006,62.162
1410.578,22.901,235.523,66.043,62.116
1410.703,22.886,237.865,67.666,62.082
1410.828,22.846,243.293,69.547,61.961
1410.953,22.801,240.855,67.742,61.802
1411.078,22.792,237.184,65.426,61.692
1411.203,22.817,230.641,59.981,61.49
1411.328,22.852,226.728,57.021,61.303
1411.453,22.842,226.005,56.903,61.22
1411.578,22.73,229.425,58.185,61.072
1411.703,22.554,238.613,60.722,60.893
1411.828,22.48,243.522,62.373,60.799
1411.953,22.402,251.903,66.459,60.548
1412.078,22.402,257.556,71.803,60.269
1412.203,22.413,258.315,74.789,60.123
1412.328,22.432,254.348,79.393,59.862
1412.453,22.436,250.303,79.941,59.743
1412.578,22.442,241.616,76.658,59.531
1412.703,22.461,236.463,71.677,59.382
1412.828,22.472,235.876,70.044,59.321
1412.953,22.471,237.165,68.935,59.231
1413.078,22.443,239.474,68.515,59.219
1413.203,22.434,240.527,67.943,59.248
1413.328,22.45,240.815,66.564,59.384
1413.453,22.486,239.148,65.339,59.582
1413.578,22.501,238.537,64.658,59.706
1413.703,22.517,237.198,62.726,59.96
1413.828,22.526,236.174,61.379,60.088
1413.953,22.573,235.287,58.61,60.348
1414.078,22.668,237.615,56.211,60.617
1414.203,22.721,240.275,55.324,60.749
1414.328,22.793,253.481,55.261,60.982
1414.453,22.797,272.038,57.863,61.186
1414.578,22.788,276.455,59.387,61.248
1414.703,22.783,275.679,60.833,61.291
1414.828,22.799,271.755,61.127,61.226
1414.953,22.809,266.743,62.178,61.134
1415.078,22.823,254.598,67.921,60.835
1415.203,22.837,254.271,78.3,60.404
1415.328,22.852,256.662,84.309,60.168
1415.453,22.919,257.609,93.211,59.651
1415.578,22.964,256.281,94.275,59.401
1415.703,23.038,252.343,88.739,58.918
1415.828,23.044,248.964,77.507,58.485
1415.953,23.031,248.289,71.744,58.289
1416.078,23.025,248.266,61.711,57.987
1416.203,23.063,249.068,54.936,57.826
1416.328,23.087,249.687,53.14,57.816
1416.453,23.117,249.127,51.917,57.91
1416.578,23.126,245.768,52.409,58.159
1416.703,23.126,244.314,53.109,58.322
1416.828,23.113,242.299,55.955,58.693
1416.953,23.081,241.809,60.154,59.103
1417.078,23.064,242.314,61.783,59.313
1417.203,23.048,242.96,62.18,59.781
1417.328,23.049,242.653,61.129,60.024
1417.453,23.059,240.909,58.584,60.604
1417.578,23.053,238.607,58.097,61.316
1417.703,23.044,237.668,58.937,61.703
1417.828,23.038,235.563,62.155,62.478
1417.953,23.06,236.066,66.616,63.229
1418.078,23.072,237.806,68.8,63.588
1418.203,23.077,240.453,71.468,64.327
1418.328,23.059,244.415,70.984,65.16
1418.453,23.047,247.237,69.778,65.621
1418.578,23.02,247.782,66.942,66.636
1418.703,23.015,244.957,66.159,67.187
1418.828,23.061,237.781,66.806,68.433
1418.953,23.169,228.474,68.975,69.841
1419.078,23.205,222.828,69.74,70.625
1419.203,23.19,213.932,70.556,72.391
1419.328,23.111,214.275,73.138,74.429
1419.453,23.085,217.691,76.267,75.525
1419.578,23.108,226.428,87.609,77.798
1419.703,23.212,235.037,104.539,80.105
1419.828,23.273,238.898,113.139,81.199
1419.953,23.367,244.812,127.096,83.171
1420.078,23.41,249.678,137.459,84.739
1420.203,23.423,252.104,141.881,85.369
1420.328,23.443,256.3,147.188,86.309
1420.453,23.45,257.583,146.589,86.635
1420.578,23.463,254.594,138.178,87.072
1420.703,23.481,246.449,125.432,87.3
1420.828,23.484,245.739,120.488,87.372
1420.953,23.463,254.171,119.102,87.462
1421.078,23.443,269.126,130.721,87.464
1421.203,23.45,280.638,138.878,87.431
1421.328,23.488,313.032,150.603,87.263
1421.453,23.513,340,149.002,86.981
1421.578,23.516,345.27,143.421,86.796
1421.703,23.517,338.63,127.224,86.385
1421.828,23.518,328.185,118.825,86.172
1421.953,23.518,296.893,105.599,85.734
1422.078,23.489,261.606,98.626,85.4
1422.203,23.454,248.552,96.827,85.301
1422.328,23.369,237.687,94.924,85.306
1422.453,23.334,238.45,97.111,85.502
1422.578,23.34,238.777,100.19,85.624
1422.703,23.361,235.641,107.59,85.818
1422.828,23.359,231.202,111.608,85.76
1422.953,23.357,230.016,111.808,85.598
1423.078,23.358,227.384,109.99,85.025
1423.203,23.35,224.714,105.542,84.229
1423.328,23.342,224.965,101.945,83.812
1423.453,23.34,225.863,94.218,83.072
1423.578,23.354,225.256,92.204,82.813
1423.703,23.408,227.584,94.607,82.624
1423.828,23.557,249.309,103.852,82.846
1423.953,23.729,267.416,109.787,83.057
1424.078,24.204,295.92,121.352,83.478
1424.203,24.403,299.359,129.688,83.594
1424.328,24.3,295.049,132.14,83.45
1424.453,23.893,272.734,134.384,82.629
1424.578,23.659,239.671,133.444,81.081
1424.703,23.64,231.024,131.217,80.051
1424.828,23.625,234.079,123.133,77.582
1424.953,23.588,238.389,117.29,76.208
1425.078,23.444,242.917,101.945,73.327
1425.203,23.273,244.18,83.966,70.528
1425.328,23.206,244.09,75.585,69.276
1425.453,23.124,244.331,63.394,67.26
1425.578,23.085,245.792,59.123,66.001
1425.703,23.075,247.117,59.664,65.643
1425.828,23.084,251.88,63.805,65.391
1425.953,23.142,255.358,68.391,65.576
1426.078,23.184,255.621,70.395,65.745
1426.203,23.248,256.149,74.29,66.111
1426.328,23.239,256.451,77.364,66.492
1426.453,23.213,255.844,78.295,66.655
1426.578,23.162,254.775,78.481,66.889
1426.703,23.155,254.396,77.401,66.98
1426.828,23.183,253.773,73.76,67.098
1426.953,23.234,254.437,71.791,67.116
1427.078,23.26,255.071,72.184,67.08
1427.203,23.307,255.539,74.156,66.902
1427.328,23.338,253.922,74.129,66.512
1427.453,23.345,252.658,73.262,66.212
1427.578,23.347,251.278,72.55,65.517
1427.703,23.375,252.585,75.412,64.815
1427.828,23.408,254.178,77.986,64.531
1427.953,23.47,258.61,82.208,64.118
1428.078,23.473,260.43,82.516,64.004
1428.203,23.398,260.379,79.839,63.905
1428.328,23.279,255.327,75.562,63.917
1428.453,23.234,251.844,73.23,63.958
1428.578,23.188,245.615,68.15,64.14
1428.703,23.167,242.484,63.978,64.518
1428.828,23.154,242.076,63.231,64.745
1428.953,23.122,243.941,64.451,65.233
1429.078,23.092,247.908,67.07,65.716
1429.203,23.083,249.364,68.506,65.938
1429.328,23.098,251.963,71.532,66.25
1429.453,23.181,254.447,73.754,66.41
1429.578,23.238,254.052,73.72,66.435
1429.703,23.32,250.359,70.314,66.38
1429.828,23.324,248.461,67.318,66.311
1429.953,23.278,244.945,61.136,66.165
1430.078,23.227,241.343,57.705,66.01
1430.203,23.213,240.351,57.367,65.904
1430.328,23.194,240.431,57.952,65.657
1430.453,23.162,241.419,58.328,65.379
1430.578,23.144,241.689,58.176,65.234
1430.703,23.11,241.683,57.368,65.002
1430.828,23.075,241.336,55.82,64.906
1430.953,23.055,241.166,54.77,64.923
1431.078,23.01,241.445,53.366,65.021
1431.203,22.995,243.83,54.78,65.154
1431.328,23.004,246.448,56.586,65.219
1431.453,23.042,253.571,61.38,65.328
1431.578,23.065,256.587,64.336,65.375
1431.703,23.105,260.832,71.554,65.442
1431.828,23.15,264.533,78.78,65.517
1431.953,23.182,265.777,81.266,65.547
1432.078,23.258,268.367,84.168,65.555
1432.203,23.325,271.962,86.377,65.465
1432.328,23.337,272.118,87.015,65.378
1432.453,23.297,268.428,85.105,65.164
1432.578,23.187,263.235,78.748,64.888
1432.703,23.127,260.354,74.723,64.741
1432.828,23.043,255.247,66.936,64.418
1432.953,23.028,253.945,63.543,64.227
1433.078,23.045,253.212,58.649,63.814
1433.203,23.09,251.651,56.228,63.42
1433.328,23.109,250.088,55.597,63.255
1433.453,23.122,247.257,54.815,62.957
1433.578,23.119,247.078,54.737,62.711
1433.703,23.119,247.882,54.86,62.59
1433.828,23.119,250.319,54.209,62.369
1433.953,23.114,253.002,51.777,62.138
1434.078,23.115,253.997,50.49,62.031
1434.203,23.129,255.353,48.889,61.775
1434.328,23.152,257.269,48.779,61.474
1434.453,23.16,258.331,49.181,61.315
1434.578,23.17,259.375,51.007,60.985
1434.703,23.176,259.12,52.057,60.821
1434.828,23.184,257.03,52.077,60.547
1434.953,23.182,254.366,48.406,60.371
1435.078,23.178,253.404,46.092,60.32
1435.203,23.172,252.046,42.687,60.23
1435.328,23.169,251.312,41.799,60.206
1435.453,23.167,250.923,41.906,60.217
1435.578,23.169,248.982,42.553,60.262
1435.703,23.197,247.311,43.369,60.372
1435.828,23.216,247.563,43.378,60.454
1435.953,23.237,248.836,42.314,60.686
1436.078,23.233,248.933,41.491,60.834
1436.203,23.205,248.194,40.587,61.261
1436.328,23.18,246.598,41.924,61.858
1436.453,23.173,245.167,43.383,62.209
1436.578,23.166,243.496,46.772,62.992
1436.703,23.166,244.725,48.83,63.859
1436.828,23.168,245.364,48.786,64.305
1436.953,23.173,247.662,47.128,65.227
1437.078,23.174,250.306,46.071,66.205
1437.203,23.17,249.668,47.003,66.723
1437.328,23.152,242.823,51.786,67.815
1437.453,23.123,233.15,58.177,69.01
1437.578,23.117,230.389,61.579,69.693
1437.703,23.161,231.351,69.501,71.317
1437.828,23.215,236.178,74.16,72.229
1437.953,23.349,256.85,83.648,74.153
1438.078,23.432,277.481,91.69,76.157
1438.203,23.432,285.425,94.899,77.212
1438.328,23.391,302.594,99.868,79.307
1438.453,23.439,307.991,105.744,81.184
1438.578,23.51,305.15,110.205,81.988
1438.703,23.627,300.387,121.909,83.158
1438.828,23.582,290.237,133.154,83.494
1438.953,23.514,281.328,136.384,83.324
1439.078,23.377,264.972,133.115,82.562
1439.203,23.324,258.766,125.44,82.071
1439.328,23.24,248.005,100.765,81.027
1439.453,23.187,237.516,74.442,80.181
1439.578,23.169,233.155,64.938,79.909
1439.703,23.14,232.228,59.653,79.737
1439.828,23.155,241.959,75.494,79.903
1439.953,23.193,248.298,89.046,80.02
1440.078,23.301,261.115,115.418,80.163
1440.203,23.385,270.714,128.597,79.941
1440.328,23.402,271.283,129.591,79.647
1440.453,23.38,262.337,125.646,78.682
1440.578,23.307,252.098,119.324,77.291
1440.703,23.264,249.048,115.834,76.463
1440.828,23.184,244.181,106.995,74.659
1440.953,23.137,242.585,100.894,73.732
1441.078,23.019,244.044,85.06,71.922
1441.203,22.903,244.712,67.948,70.264
1441.328,22.868,242.231,60.598,69.517
1441.453,22.846,235.183,49.902,68.219
1441.578,22.844,229.732,43.594,67.152
1441.703,22.84,228.112,41.829,66.672
1441.828,22.822,228.654,41.815,65.782
1441.953,22.808,232.561,46.77,64.993
1442.078,22.813,235.098,50.335,64.628
1442.203,22.842,240.436,56.341,64.059
1442.328,22.875,243.754,58.327,63.735
1442.453,22.888,245.492,59.09,63.66
1442.578,22.922,250.255,64.455,63.604
1442.703,22.943,251.735,68.946,63.574
1442.828,22.971,252.407,75.267,63.486
1442.953,22.95,252.642,70.5,63.307
1443.078,22.922,251.596,64.382,63.202
1443.203,22.858,248.925,51.066,63.031
1443.328,22.802,249.892,42.139,62.894
